north(m) east(m),
812332.3651 832652.8542,
812329.4136 832656.0345,
812326.4622 832659.2149,
812323.5107 832662.3953,
812321.1806 832665.5157,
812318.8505 832668.6361,
812316.5204 832671.7565,
812314.2236 832675.4574,
812311.9267 832679.1583,
812309.6299 832682.8591,
812307.333 832686.56,
812305.4398 832690.0538,
812303.5465 832693.5477,
812301.6533 832697.0415,
812299.76 832700.5353,
812297.992 832704.2757,
812296.224 832708.0162,
812294.456 832711.7566,
812292.688 832715.497,
812290.8791 832719.8302,
812289.0702 832724.1633,
812287.2613 832728.4965,
812285.4524 832732.8296,
812283.899 832736.9448,
812282.3456 832741.0599,
812280.7922 832745.1751,
812279.4228 832749.1301,
812278.0534 832753.0852,
812276.6839 832757.0402,
812275.3145 832760.9952,
812274.2244 832764.8514,
812273.1342 832768.7077,
812272.0441 832772.5639,
812271.063 832776.8698,
812270.082 832781.1758,
812269.1009 832785.4817,
812268.3753 832789.8762,
812267.6497 832794.2707,
812266.9241 832798.6651,
812266.1985 832803.0596,
812265.8306 832806.984,
812265.4626 832810.9083,
812265.0947 832814.8327,
812265.1846 832819.174,
812265.2746 832823.5154,
812265.3645 832827.8567,
812265.4545 832832.1981,
812265.5444 832836.5394,
812266.0758 832841.3904,
812266.6073 832846.2413,
812267.1387 832851.0923,
812267.8412 832855.4394,
812268.5438 832859.7865,
812269.2463 832864.1336,
812269.9489 832868.4807,
812270.6514 832872.8277,
812271.3539 832877.1748,
812272.0565 832881.5219,
812272.759 832885.869,
812273.5562 832890.6704,
812274.3535 832895.4719,
812275.1507 832900.2733,
812275.948 832905.0748,
812276.7452 832909.8762,
812277.3448 832913.7733,
812277.9443 832917.6704,
812278.5439 832921.5675,
812279.2644 832926.054,
812279.9849 832930.5404,
812280.7054 832935.0269,
812281.4259 832939.5134,
812282.1463 832943.9998,
812282.8668 832948.4863,
812283.5873 832952.9727,
812284.3078 832957.4592,
812284.8159 832962.1194,
812285.3239 832966.7796,
812285.832 832971.4398,
812286.3401 832976.1,
812286.8482 832980.7602,
812287.3562 832985.4204,
812287.8643 832990.0806,
812288.0951 832994.7664,
812288.3258 832999.4521,
812288.2844 833003.8926,
812288.243 833008.333,
812287.9515 833012.8433,
812287.6601 833017.3536,
812287.3686 833021.8639,
812286.9905 833025.4102,
812286.6123 833028.9564,
812286.2342 833032.5027,
812286.6673 833037.3927,
812287.1004 833042.2828,
812287.5335 833047.1728,
812287.9666 833052.0629,
812288.3997 833056.9529,
812288.8328 833061.843,
812289.2659 833066.733,
812289.699 833071.6231,
812290.1321 833076.5131,
812290.5652 833081.4032,
812290.9983 833086.2932,
812292.499 833092.7698,
812293.588 833096.8939,
812294.677 833101.0179,
812295.766 833105.142,
812296.855 833109.266,
812298.0172 833112.8668,
812299.1794 833116.4676,
812300.3416 833120.0684,
812301.5038 833123.6692,
812305.0017 833130.488,
812307.268 833134.4986,
812309.5344 833138.5091,
812311.8007 833142.5197,
812314.067 833146.5302,
812316.1648 833150.2426,
812318.2626 833153.955,
812320.3605 833157.6674,
812322.4583 833161.3797,
812324.5561 833165.0921,
812326.6539 833168.8045,
812328.3173 833172.5835,
812329.9808 833176.3626,
812331.6442 833180.1416,
812333.0492 833184.5505,
812334.4542 833188.9594,
812335.3748 833193.8528,
812336.2953 833198.7461,
812336.3297 833203.6806,
812336.364 833208.615,
812336.169 833212.9213,
812335.974 833217.2275,
812335.779 833221.5338,
812335.584 833225.84,
812335.6156 833228.7589,
812335.6472 833231.6778,
812335.29 833235.1483,
812334.9327 833238.6188,
812333.5037 833242.7018,
812332.0746 833246.7847,
812330.7477 833250.9187,
812329.4207 833255.0526,
812328.0906 833259.8482,
812326.7604 833264.6438,
812325.3458 833269.0342,
812323.9311 833273.4245,
812322.499 833277.5214,
812321.067 833281.6183,
812319.6349 833285.7151,
812318.2028 833289.812,
812316.5443 833294.2223,
812314.8858 833298.6325,
812313.2273 833303.0428,
812313.2273 833303.0428,
812311.758 833306.95,
812309.0439 833311.0119,
812306.3298 833315.0737,
812303.6157 833319.1356,
812300.7479 833323.0516,
812297.8802 833326.9677,
812295.0124 833330.8837,
812292.1446 833334.7997,
812289.2769 833338.7157,
812286.4091 833342.6318,
812283.5414 833346.5478,
812280.6736 833350.4638,
812277.8058 833354.3799,
812274.9381 833358.2959,
812272.0703 833362.2119,
812269.2025 833366.1279,
812266.3348 833370.044,
812263.467 833373.96,
812260.6066 833377.8983,
812257.7462 833381.8366,
812254.8858 833385.7749,
812252.0254 833389.7131,
812249.165 833393.6514,
812246.3046 833397.5897,
812243.602 833401.3108,
812240.8993 833405.0319,
812238.1967 833408.7529,
812235.4941 833412.474,
812232.7914 833416.1951,
812230.0888 833419.9162,
812227.3861 833423.6372,
812224.6835 833427.3583,
812222.912 833430.7449,
812221.1405 833434.1314,
812219.369 833437.518,
812217.342 833441.6945,
812215.3149 833445.8709,
812214.6017 833450.6021,
812213.8884 833455.3333,
812213.1752 833460.0645,
812212.6202 833464.5411,
812212.0651 833469.0178,
812211.5101 833473.4944,
812210.955 833477.971,
812210.7099 833481.0716,
812210.4648 833484.1721,
812209.8229 833489.1292,
812209.181 833494.0862,
812208.211 833498.7793,
812207.241 833503.4725,
812206.2709 833508.1656,
812205.3009 833512.8588,
812204.3309 833517.5519,
812202.1646 833521.0542,
812199.9983 833524.5564,
812197.832 833528.0587,
812196.805 833532.7046,
812195.778 833537.3506,
812194.7509 833541.9965,
812193.7239 833546.6425,
812192.6969 833551.2884,
812191.6699 833555.9344,
812190.6428 833560.5803,
812189.6158 833565.2263,
812188.5888 833569.8722,
812187.5618 833574.5182,
812186.5347 833579.1641,
812185.5077 833583.8101,
812184.4807 833588.456,
812183.4537 833593.102,
812182.4266 833597.7479,
812181.3996 833602.3939,
812180.3726 833607.0398,
812179.328 833611.7653,
812178.2834 833616.4908,
812177.2388 833621.2163,
812176.1942 833625.9418,
812175.1496 833630.6673,
812174.105 833635.3928,
812173.0603 833640.1182,
812172.0157 833644.8437,
812170.9711 833649.5692,
812169.9265 833654.2947,
812168.8819 833659.0202,
812167.8373 833663.7457,
812166.7927 833668.4712,
812167.2626 833672.2783,
812167.7326 833676.0853,
812168.2025 833679.8924,
812168.6724 833683.6994,
812169.4126 833686.475,
812170.1527 833689.2506,
812171.6793 833692.9283,
812173.2059 833696.606,
812174.7325 833700.2836,
812176.2591 833703.9613,
812177.8021 833707.4845,
812179.3451 833711.0078,
812180.8881 833714.531,
812182.4311 833718.0542,
812184.4297 833722.5172,
812186.4284 833726.9801,
812188.427 833731.4431,
812190.4257 833735.906,
812192.4243 833740.369,
812194.4229 833744.832,
812196.4216 833749.2949,
812198.4202 833753.7579,
812200.4189 833758.2208,
812202.4175 833762.6838,
812204.6095 833766.9532,
812206.8016 833771.2227,
812208.9936 833775.4921,
812211.1857 833779.7615,
812213.3777 833784.031,
812215.5698 833788.3004,
812217.7618 833792.5699,
812219.9539 833796.8393,
812222.1459 833801.1087,
812224.338 833805.3782,
812226.53 833809.6476,
